singlish,sinhala
thrasajanaka,ත්‍රාසජනක
thrashajanaka,ත්‍රාසජනක
shtavarshaya,ශතවර්ෂය
shhtavarshaya,ශතවර්ෂය
malaya,මාලය
shinpathiya,සෙන්පතියා
sinpathiya,සෙන්පතියා
shinpathhiya,සෙන්පතියා
sinpathhiya,සෙන්පතියා
icsaya,යක්ෂයා
icshaya,යක්ෂයා
sitla,සීතල
shitla,සීතල
siitala,සීතල
pithuw,පිටුව
pituw,පිටුව
andhuru,අඳුරු
dhma,දහම
maasaya,මාසය
maashaya,මාසය
shohoyura,සොහොයුරා
sohoyura,සොහොයුරා
balaporoththova,බලාපොරොත්තුව
balaporotthowa,බලාපොරොත්තුව
balaporoththowa,බලාපොරොත්තුව
biraas,අභිරහස්
ghthhacaya,ඝාතකයා
ghthacaya,ඝාතකයා
purwruthhthaya,පුරාවෘත්තය
purwruthhhthaya,පුරාවෘත්තය
githaya,ගීතය
gitaya,ගීතය
biejya,බීජය
jeeveya,ජීවියා
jiveya,ජීවියා
saapaya,ශාපය
shiethla,සීතල
siethla,සීතල
shietla,සීතල
sareraia,ශරීරය
thaapasaya,තාපසයා
taapasaya,තාපසයා
shatyaya,සත්‍යය
shathyaya,සත්‍යය
sathyaya,සත්‍යය
satyaya,සත්‍යය
soyuriya,සොහොයුරිය
gitaia,ගීතය
wishnnduma,විසඳුම
wisnnduma,විසඳුම
oonusuma,උණුසුම
unusuma,උණුසුම
methhoora,මිතුරා
methura,මිතුරා
methoora,මිතුරා
nehanndha,නිහඬ
stiia,සතිය
sthiia,සතිය
kaantaraia,කාන්තාරය
sthavarshaya,ශතවර්ෂය
sthhawarsaya,ශතවර්ෂය
sthhavarsaya,ශතවර්ෂය
sthhawarshaya,ශතවර්ෂය
dhhoratuva,දොරටුව
dhhorathuwa,දොරටුව
luth,අලුත්
luthh,අලුත්
shhreeraia,ශරීරය
shriraia,ශරීරය
shreeraia,ශරීරය
hansaea,හංසයා
jeewethhaya,ජීවිතය
jiwethaya,ජීවිතය
jiwethhaya,ජීවිතය
wicruthhi,විකෘති
wicruthhhi,විකෘති
wtta,වත්ත
viswya,විශ්වය
vishwya,විශ්වය
olmn,හොල්මන්
rasak,රහසක්
pithuwa,පිටුව
pithoowa,පිටුව
pithoova,පිටුව
pithhoowa,පිටුව
pithuva,පිටුව
kana,කණ
wetthe,විත්ති
wette,විත්ති
dhhiianiya,දියණිය
nuwr,නුවර
senpthii,සෙන්පතියා
senptii,සෙන්පතියා
rjathhuma,රජතුමා
rjathuma,රජතුමා
bijy,බීජය
lipiya,ලිපිය
jyagraanaya,ජයග්‍රහණය
vssa,වැස්ස
wiswy,විශ්වය
wishwy,විශ්වය
thhaapasaea,තාපසයා
thaapasaea,තාපසයා
anndhooru,අඳුරු
anndhuru,අඳුරු
prasnaia,ප්‍රශ්නය
prashnaia,ප්‍රශ්නය
rjatuma,රජතුමා
rjatooma,රජතුමා
karthroo,කර්තෘ
kartroo,කර්තෘ
karthru,කර්තෘ
kartru,කර්තෘ
dhiviia,දෙවියා
peia,පියා
pethhapatha,පිටපත
pethapatha,පිටපත
methur,මිතුරා
metur,මිතුරා
lmia,ළමයා
jiweya,ජීවියා
thhharukata,තරුකැට
redie,රිදී
vssa,වැස්ස
vshsa,වැස්ස
avasan,අවසන්
ghniya,ගැහැනිය
likhkaia,ලේඛකයා
dinpot,දිනපොත
cumareya,කුමරිය
mudhuva,මුදුව
shewnali,සෙවණැලි
sewnali,සෙවණැලි
asa,අහස
asha,අහස
iudhdhaya,යුද්ධය
mtkaya,මතකය
mthkaya,මතකය
vicruti,විකෘති
dhwala,දවාල
dhvala,දවාල
kadhuva,කඩුව
kadhoova,කඩුව
gemhanaia,ගිම්හානය
diviy,දෙවියා
rasparieksaka,රහස්පරීක්ෂක
raspariekshaka,රහස්පරීක්ෂක
dheyapara,දියපාර
ratreia,රාත්‍රිය
ghathakaia,ඝාතකයා
ghathhakaia,ඝාතකයා
wrukaea,වෘකයා
woorudd,අවුරුද්ද
wurudd,අවුරුද්ද
mila,මිල
dheveya,දෙවියා
sathhana,සටන
sathana,සටන
kata,කට
cnndula,කඳුළ
sthawarshaea,ශතවර්ෂය
sthavarshaea,ශතවර්ෂය
shthawarshaea,ශතවර්ෂය
shtawarshaea,ශතවර්ෂය
stavarshaea,ශතවර්ෂය
mudva,හමුදාව
mudwa,හමුදාව
vesannduma,විසඳුම
maaiava,මායාව
maaiawa,මායාව
dhoopata,දූපත
dhupata,දූපත
shhuyura,සොහොයුරා
shuyura,සොහොයුරා
shhooyura,සොහොයුරා
shooyura,සොහොයුරා
saapaia,ශාපය
heenya,හීනය
hinya,හීනය
aadaraya,ආදරය
aaderaya,ආදරය
aadraya,ආදරය
aadharaya,ආදරය
shhenpatiya,සෙන්පතියා
shenpatiya,සෙන්පතියා
hamoodhava,හමුදාව
hamudhava,හමුදාව
premi,ප්‍රේමය
kaanthharaya,කාන්තාරය
kaanthhharaya,කාන්තාරය
shtura,සතුරා
stura,සතුරා
wsnthaya,වසන්තය
wsnthhaya,වසන්තය
matakaya,මතකය
srieraya,ශරීරය
hnsaya,හංසයා
curull,කුරුල්ලා
devasa,දවස
davasha,දවස
dhavasa,දවස
dewasa,දවස
dawasha,දවස
dawasa,දවස
butaya,භූතයා
vuruddha,අවුරුද්ද
vurudda,අවුරුද්ද
dhiwya,දෛවය
anduru,අඳුරු
andooru,අඳුරු
wrtmanaia,වර්තමානය
wshhanthaya,වසන්තය
wshanthaya,වසන්තය
wshhantaya,වසන්තය
nashaia,නාසය
nasaia,නාසය
heroo,හිරු
heru,හිරු
cathawa,කතාව
cathhawa,කතාව
cathhava,කතාව
cathava,කතාව
coomariia,කුමරිය
cumariia,කුමරිය
yathora,යතුර
yatora,යතුර
thhru,තරු
thhroo,තරු
thru,තරු
throo,තරු
sithala,සීතල
sitala,සීතල
wetti,විත්ති
satavarsaia,ශතවර්ෂය
sathavarsaia,ශතවර්ෂය
shhagaraya,සාගරය
shagaraya,සාගරය
kle,කැලේ
vahebinndhu,වැහිබිඳු
wahebinndhu,වැහිබිඳු
andoora,අඳුර
andura,අඳුර
cadhuwa,කඩුව
cadhuva,කඩුව
teetaia,අතීතය
teethaia,අතීතය
tithaia,අතීතය
titaia,අතීතය
shenpthiia,සෙන්පතියා
senpthiia,සෙන්පතියා
shenptiia,සෙන්පතියා
ghaneia,ගැහැනිය
washhan,අවසන්
washan,අවසන්
maayava,මායාව
noowr,නුවර
nuwr,නුවර
awoorudhde,අවුරුද්ද
awoorudhd,අවුරුද්ද
awurudhda,අවුරුද්ද
awoorudhda,අවුරුද්ද
awoorudhdha,අවුරුද්ද
awurudhde,අවුරුද්ද
weraava,විරහව
weraawa,විරහව
catava,කතාව
catawa,කතාව
aadhhara,ආදර
pelitura,පිළිතුර
rhaspariekshaka,රහස්පරීක්ෂක
rhasparieksaka,රහස්පරීක්ෂක
shhathiya,සතිය
shathiya,සතිය
shhathhiya,සතිය
shathhiya,සතිය
wekroothe,විකෘති
wekrute,විකෘති
wekroote,විකෘති
wekruthe,විකෘති
inv,හිනාව
athheethaia,අතීතය
athhithaia,අතීතය
atheethaia,අතීතය
msaia,මාසය
ghatacaya,ඝාතකයා
privartanaya,පරිවර්තනය
wesndhuma,විසඳුම
wurudhdha,අවුරුද්ද
wurudhde,අවුරුද්ද
wurudhd,අවුරුද්ද
wurudhda,අවුරුද්ද
calu,කළු
wnntharaia,වනන්තරය
wnntaraia,වනන්තරය
sivnalla,සෙවණැල්ල
goweya,ගොවියා
purwruthhthya,පුරාවෘත්තය
purwruththya,පුරාවෘත්තය
pelithura,පිළිතුර
pelithhoora,පිළිතුර
pelithhura,පිළිතුර
pelithoora,පිළිතුර
satavarshaia,ශතවර්ෂය
shathavarshaia,ශතවර්ෂය
shatavarshaia,ශතවර්ෂය
shathawarshaia,ශතවර්ෂය
shhevanali,සෙවණැලි
shhewanali,සෙවණැලි
shhhewanali,සෙවණැලි
gedhra,ගෙදර
coorulu,කුරුළු
curulu,කුරුළු
shatavarshaea,ශතවර්ෂය
shathawarshaea,ශතවර්ෂය
sathawarshaea,ශතවර්ෂය
satawarshaea,ශතවර්ෂය
shathavarshaea,ශතවර්ෂය
shatawarshaea,ශතවර්ෂය
iakshaya,යක්ෂයා
iakshhaya,යක්ෂයා
adraea,ආදරය
adaraea,ආදරය
aderaea,ආදරය
vikrooti,විකෘති
vikroothi,විකෘති
vikruthi,විකෘති
mithiivatha,මිටියාවත
mitiivatha,මිටියාවත
mithiiwatha,මිටියාවත
mitiiwatha,මිටියාවත
jivithya,ජීවිතය
pithuwa,පිටුව
pithhuva,පිටුව
pithuva,පිටුව
pithhuwa,පිටුව
blaporotthuva,බලාපොරොත්තුව
blaporottuwa,බලාපොරොත්තුව
blaporotthuwa,බලාපොරොත්තුව
blaporotthoowa,බලාපොරොත්තුව
blaporottoova,බලාපොරොත්තුව
vsanthaia,වසන්තය
vsantaia,වසන්තය
cumriya,කුමරිය
coomriya,කුමරිය
plegnima,පළිගැනීම
sriraya,ශරීරය
gedhr,ගෙදර
sudhoo,සුදු
soodhoo,සුදු
mava,මව
mawa,මව
petuva,පිටුව
dhewiya,දෙවියා
dhinapothha,දිනපොත
dhinapotha,දිනපොත
petova,පිටුව
petowa,පිටුව
thethaya,අතීතය
tethaya,අතීතය
mandhiraya,මන්දිරය
hansaya,හංසයා
hanshaya,හංසයා
senpteya,සෙන්පතියා
senptheya,සෙන්පතියා
kndhukaraya,කඳුකරය
jivii,ජීවියා
jeevii,ජීවියා
bhirahas,අභිරහස්
wrucea,වෘකයා
kaanthhharaya,කාන්තාරය
kaanthhhharaya,කාන්තාරය
midum,මීදුම
dharuva,දරුවා
dharuwa,දරුවා
botaya,භූතයා
monara,මොණරා
gandhara,ගන්දර
kirna,කිරණ
birhasa,අභිරහස
vahebindhu,වැහිබිඳු
wahebindhu,වැහිබිඳු
phlia,ඵලය
athhithaya,අතීතය
athheethaya,අතීතය
bhianaka,භයානක
dewii,දෙවියා
pariwarthhhanaia,පරිවර්තනය
pariwarthhanaia,පරිවර්තනය
nsaya,නාසය
minipettiya,මිනීපෙට්ටිය
hiinaya,හීනය
wnantaraia,වනන්තරය
wnantharaia,වනන්තරය
satiia,සතිය
shatiia,සතිය
sandhailiya,සඳඑළිය
shandhailiya,සඳඑළිය
kunaatuva,කුණාටුව
kunaatuwa,කුණාටුව
sinya,සිංහයා
wishanndhuma,විසඳුම
wisanndhuma,විසඳුම
verhava,විරහව
verhawa,විරහව
bhuthy,භූතයා
bhuty,භූතයා
bhoothy,භූතයා
midhuma,මීදුම
midhooma,මීදුම
geety,ගීතය
geethy,ගීතය
githy,ගීතය
wesannduma,විසඳුම
wesanndooma,විසඳුම
thithaia,අතීතය
tithaia,අතීතය
clu,කළු
sndhaeleia,සඳඑළිය
diyaniya,දියණිය
mitura,මිතුරා
kanndha,කන්ද
sateaya,සත්‍යය
athiethaia,අතීතය
athhiethaia,අතීතය
bhoothaia,භූතයා
bhootaia,භූතයා
bhuthaia,භූතයා
bhutaia,භූතයා
mithhura,මිතුරා
mithura,මිතුරා
vrukaya,වෘකයා
sudu,සුදු
shoodu,සුදු
soodu,සුදු
gaaniya,ගැහැනිය
wanantharaia,වනන්තරය
vanantharaia,වනන්තරය
wanantaraia,වනන්තරය
shathiya,සතිය
shhathiya,සතිය
shatiya,සතිය
shhatiya,සතිය
mcra,මකර
wekruthe,විකෘති
wekruthhe,විකෘති
yoodhdeya,යුද්ධය
yudhdeya,යුද්ධය
yoodhdaya,යුද්ධය
yoodhdhaya,යුද්ධය
yudhdaya,යුද්ධය
gimanaia,ගිම්හානය
rahasparieksaka,රහස්පරීක්ෂක
wsanthhaia,වසන්තය
deweia,දෙවියා
visndum,විසඳුම
kaantaraea,කාන්තාරය
kaantharaea,කාන්තාරය
jiewitya,ජීවිතය
lepiya,ලිපිය
dheianiya,දියණිය
sndeeliia,සඳඑළිය
sndeliia,සඳඑළිය
sndaeliia,සඳඑළිය
upta,උපත
vasanthaia,වසන්තය
vasanthhaia,වසන්තය
sngvunu,සැඟවුණු
gedr,ගෙදර
henya,හීනය
aberahasa,අභිරහස
kunthuva,කුණාටුව
kuntuwa,කුණාටුව
kuntuva,කුණාටුව
kunthuwa,කුණාටුව
amudhava,හමුදාව
amudava,හමුදාව
amudeva,හමුදාව
amudva,හමුදාව
sooiuriia,සොහොයුරිය
suiuriia,සොහොයුරිය
shhariraya,ශරීරය
shariraya,ශරීරය
shhareeraya,ශරීරය
shareeraya,ශරීරය
withhthi,විත්ති
withthi,විත්ති
whibindoo,වැහිබිඳු
whibindu,වැහිබිඳු
dhewiy,දෙවියා
herubsayama,හිරුබැසයාම
monra,මොණරා
shohoiura,සොහොයුරා
sohoiura,සොහොයුරා
itura,යතුර
trsjanaka,ත්‍රාසජනක
thrsjanaka,ත්‍රාසජනක
mwathhha,මාවත
mvathhha,මාවත
mvathha,මාවත
mwathha,මාවත
presharaya,පරිසරය
preshharaya,පරිසරය
sathuta,සතුට
sathhuta,සතුට
oraloshhuva,ඔරලෝසුව
oraloshuva,ඔරලෝසුව
madhhhyamara,මධ්‍යමරෑ
suiuriya,සොහොයුරිය
shooiuriya,සොහොයුරිය
shuiuriya,සොහොයුරිය
sooiuriya,සොහොයුරිය
deveia,දෙවියා
vikrooti,විකෘති
vikruti,විකෘති
upt,උපත
upth,උපත
thrasajanaka,ත්‍රාසජනක
trashajanaka,ත්‍රාසජනක
thrashajanaka,ත්‍රාසජනක
abiraasa,අභිරහස
dopta,දූපත
doptha,දූපත
bhoothaea,භූතයා
bhuthhaea,භූතයා
bhuthaea,භූතයා
bhoothhaea,භූතයා
dhoratowa,දොරටුව
dhoratova,දොරටුව
cartru,කර්තෘ
hamudhhava,හමුදාව
hamudhhawa,හමුදාව
caanthharaia,කාන්තාරය
caantharaia,කාන්තාරය
mwthha,මාවත
mwtha,මාවත
sthhuta,සතුට
sthuta,සතුට
athithaia,අතීතය
atithaia,අතීතය
miduma,මීදුම
petapata,පිටපත
petapatha,පිටපත
shaamaya,සාමය
saamaya,සාමය
bhuthia,භූතයා
bhutia,භූතයා
rhaspareecshaca,රහස්පරීක්ෂක
rhasparicsaca,රහස්පරීක්ෂක
werhva,විරහව
werhwa,විරහව
